             0,    -0.1367424
        0.0045,    -0.1367343
         0.009,     -0.136705
        0.0135,    -0.1367063
         0.018,    -0.1366564
        0.0225,    -0.1366045
         0.027,    -0.1366508
        0.0315,    -0.1366353
         0.036,    -0.1365388
        0.0405,    -0.1364996
         0.045,    -0.1365031
        0.0495,    -0.1364558
         0.054,    -0.1364218
        0.0585,    -0.1364985
         0.063,    -0.1365284
        0.0675,    -0.1365234
         0.072,    -0.1365293
        0.0765,    -0.1365614
         0.081,    -0.1365781
        0.0855,    -0.1365348
          0.09,    -0.1365371
        0.0945,    -0.1364775
         0.099,     -0.136456
        0.1035,    -0.1363881
         0.108,     -0.136307
        0.1125,    -0.1361613
         0.117,     -0.136111
        0.1215,     -0.136117
         0.126,    -0.1360243
        0.1305,    -0.1359616
         0.135,    -0.1359779
        0.1395,    -0.1360089
         0.144,    -0.1359644
        0.1485,      -0.13582
         0.153,    -0.1357181
        0.1575,    -0.1356733
         0.162,     -0.135618
        0.1665,    -0.1355612
         0.171,    -0.1354955
        0.1755,    -0.1354467
          0.18,    -0.1353211
        0.1845,    -0.1352234
         0.189,    -0.1350808
        0.1935,     -0.135041
         0.198,    -0.1349687
        0.2025,    -0.1348265
         0.207,    -0.1347741
        0.2115,    -0.1347295
         0.216,    -0.1345647
        0.2205,    -0.1344788
         0.225,    -0.1343787
        0.2295,    -0.1342008
         0.234,    -0.1340022
        0.2385,    -0.1338038
         0.243,    -0.1335987
        0.2475,    -0.1333641
         0.252,    -0.1331388
        0.2565,    -0.1328982
         0.261,    -0.1326539
        0.2655,    -0.1322817
          0.27,     -0.131896
        0.2745,    -0.1315563
         0.279,    -0.1310984
        0.2835,    -0.1306054
         0.288,     -0.130173
        0.2925,    -0.1296172
         0.297,    -0.1290456
        0.3015,    -0.1284295
         0.306,    -0.1277442
        0.3105,    -0.1269786
         0.315,    -0.1261564
        0.3195,     -0.125294
         0.324,    -0.1243612
        0.3285,    -0.1233338
         0.333,    -0.1222348
        0.3375,    -0.1210596
         0.342,    -0.1197808
        0.3465,    -0.1184885
         0.351,    -0.1170702
        0.3555,    -0.1155887
          0.36,    -0.1140718
        0.3645,    -0.1124731
         0.369,    -0.1108307
        0.3735,    -0.1090531
         0.378,    -0.1072438
        0.3825,    -0.1054189
         0.387,    -0.1034748
        0.3915,    -0.1014395
         0.396,   -0.09935683
        0.4005,   -0.09721395
         0.405,   -0.09499051
        0.4095,   -0.09273141
         0.414,    -0.0903903
        0.4185,   -0.08801875
         0.423,   -0.08561829
        0.4275,   -0.08314974
         0.432,   -0.08064129
        0.4365,   -0.07814231
         0.441,   -0.07558337
        0.4455,   -0.07296571
          0.45,   -0.07032789
        0.4545,    -0.0676458
         0.459,   -0.06494083
        0.4635,   -0.06219174
         0.468,   -0.05942819
        0.4725,    -0.0566281
         0.477,   -0.05378407
        0.4815,   -0.05095762
         0.486,    -0.0480552
        0.4905,    -0.0451336
         0.495,   -0.04219348
        0.4995,   -0.03924417
         0.504,   -0.03624735
        0.5085,   -0.03326776
         0.513,   -0.03026681
        0.5175,   -0.02723113
         0.522,   -0.02417991
        0.5265,   -0.02113556
         0.531,   -0.01805834
        0.5355,   -0.01496755
          0.54,   -0.01183593
        0.5445,  -0.008713968
         0.549,   -0.00555409
        0.5535,  -0.002382723
         0.558,  0.0007785658
        0.5625,   0.004057668
         0.567,   0.007266078
        0.5715,    0.01043599
         0.576,    0.01366941
        0.5805,    0.01689964
         0.585,    0.02014557
        0.5895,    0.02340338
         0.594,    0.02667243
        0.5985,    0.02995409
         0.603,    0.03324846
        0.6075,    0.03656017
         0.612,     0.0398619
        0.6165,    0.04315495
         0.621,    0.04648168
        0.6255,    0.04982616
          0.63,    0.05316042
        0.6345,    0.05651103
         0.639,     0.0598387
        0.6435,     0.0631921
         0.648,    0.06655064
        0.6525,    0.06992996
         0.657,    0.07330677
        0.6615,    0.07666949
         0.666,    0.08006194
        0.6705,    0.08346156
         0.675,    0.08687115
        0.6795,    0.09028303
         0.684,     0.0937006
        0.6885,    0.09713412
         0.693,     0.1005627
        0.6975,     0.1040083
         0.702,     0.1073869
        0.7065,     0.1107956
         0.711,     0.1142459
        0.7155,     0.1176955
          0.72,     0.1211504
        0.7245,     0.1246103
         0.729,     0.1280713
        0.7335,     0.1315462
         0.738,     0.1350133
        0.7425,     0.1384783
         0.747,     0.1419715
        0.7515,       0.14543
         0.756,     0.1489196
        0.7605,     0.1524166
         0.765,     0.1559103
        0.7695,     0.1594207
         0.774,     0.1629303
        0.7785,      0.166436
         0.783,      0.169948
        0.7875,     0.1734651
         0.792,     0.1769777
        0.7965,     0.1804639
         0.801,     0.1840037
        0.8055,     0.1875242
          0.81,     0.1910583
        0.8145,     0.1945876
         0.819,     0.1981414
        0.8235,     0.2016703
         0.828,     0.2052163
        0.8325,     0.2087509
         0.837,     0.2122806
        0.8415,     0.2158319
         0.846,     0.2193873
        0.8505,     0.2229444
         0.855,     0.2265062
        0.8595,     0.2300748
         0.864,     0.2336218
        0.8685,     0.2371837
         0.873,     0.2407615
        0.8775,     0.2443386
         0.882,     0.2478772
        0.8865,     0.2514477
         0.891,     0.2550231
        0.8955,     0.2586121
           0.9,      0.262199
